time_key,time_value,hour_24,hour_12,minute,am_pm,time_label,part_of_day,is_morning,is_afternoon,is_evening,is_late_night
337,03:37:00,3,3,37,AM,3:37 AM,Late Night,False,False,False,True
338,03:38:00,3,3,38,AM,3:38 AM,Late Night,False,False,False,True
339,03:39:00,3,3,39,AM,3:39 AM,Late Night,False,False,False,True
340,03:40:00,3,3,40,AM,3:40 AM,Late Night,False,False,False,True
341,03:41:00,3,3,41,AM,3:41 AM,Late Night,False,False,False,True
342,03:42:00,3,3,42,AM,3:42 AM,Late Night,False,False,False,True
343,03:43:00,3,3,43,AM,3:43 AM,Late Night,False,False,False,True
344,03:44:00,3,3,44,AM,3:44 AM,Late Night,False,False,False,True
345,03:45:00,3,3,45,AM,3:45 AM,Late Night,False,False,False,True
346,03:46:00,3,3,46,AM,3:46 AM,Late Night,False,False,False,True
347,03:47:00,3,3,47,AM,3:47 AM,Late Night,False,False,False,True
348,03:48:00,3,3,48,AM,3:48 AM,Late Night,False,False,False,True
349,03:49:00,3,3,49,AM,3:49 AM,Late Night,False,False,False,True
350,03:50:00,3,3,50,AM,3:50 AM,Late Night,False,False,False,True
351,03:51:00,3,3,51,AM,3:51 AM,Late Night,False,False,False,True
352,03:52:00,3,3,52,AM,3:52 AM,Late Night,False,False,False,True
353,03:53:00,3,3,53,AM,3:53 AM,Late Night,False,False,False,True
354,03:54:00,3,3,54,AM,3:54 AM,Late Night,False,False,False,True
355,03:55:00,3,3,55,AM,3:55 AM,Late Night,False,False,False,True
356,03:56:00,3,3,56,AM,3:56 AM,Late Night,False,False,False,True
357,03:57:00,3,3,57,AM,3:57 AM,Late Night,False,False,False,True
358,03:58:00,3,3,58,AM,3:58 AM,Late Night,False,False,False,True
359,03:59:00,3,3,59,AM,3:59 AM,Late Night,False,False,False,True
400,04:00:00,4,4,0,AM,4:00 AM,Late Night,False,False,False,True
401,04:01:00,4,4,1,AM,4:01 AM,Late Night,False,False,False,True
402,04:02:00,4,4,2,AM,4:02 AM,Late Night,False,False,False,True
403,04:03:00,4,4,3,AM,4:03 AM,Late Night,False,False,False,True
404,04:04:00,4,4,4,AM,4:04 AM,Late Night,False,False,False,True
405,04:05:00,4,4,5,AM,4:05 AM,Late Night,False,False,False,True
406,04:06:00,4,4,6,AM,4:06 AM,Late Night,False,False,False,True
407,04:07:00,4,4,7,AM,4:07 AM,Late Night,False,False,False,True
408,04:08:00,4,4,8,AM,4:08 AM,Late Night,False,False,False,True
409,04:09:00,4,4,9,AM,4:09 AM,Late Night,False,False,False,True
410,04:10:00,4,4,10,AM,4:10 AM,Late Night,False,False,False,True
411,04:11:00,4,4,11,AM,4:11 AM,Late Night,False,False,False,True
412,04:12:00,4,4,12,AM,4:12 AM,Late Night,False,False,False,True
413,04:13:00,4,4,13,AM,4:13 AM,Late Night,False,False,False,True
414,04:14:00,4,4,14,AM,4:14 AM,Late Night,False,False,False,True
415,04:15:00,4,4,15,AM,4:15 AM,Late Night,False,False,False,True
416,04:16:00,4,4,16,AM,4:16 AM,Late Night,False,False,False,True
417,04:17:00,4,4,17,AM,4:17 AM,Late Night,False,False,False,True
418,04:18:00,4,4,18,AM,4:18 AM,Late Night,False,False,False,True
419,04:19:00,4,4,19,AM,4:19 AM,Late Night,False,False,False,True
420,04:20:00,4,4,20,AM,4:20 AM,Late Night,False,False,False,True
421,04:21:00,4,4,21,AM,4:21 AM,Late Night,False,False,False,True
422,04:22:00,4,4,22,AM,4:22 AM,Late Night,False,False,False,True
423,04:23:00,4,4,23,AM,4:23 AM,Late Night,False,False,False,True
424,04:24:00,4,4,24,AM,4:24 AM,Late Night,False,False,False,True
425,04:25:00,4,4,25,AM,4:25 AM,Late Night,False,False,False,True
426,04:26:00,4,4,26,AM,4:26 AM,Late Night,False,False,False,True
427,04:27:00,4,4,27,AM,4:27 AM,Late Night,False,False,False,True
428,04:28:00,4,4,28,AM,4:28 AM,Late Night,False,False,False,True
429,04:29:00,4,4,29,AM,4:29 AM,Late Night,False,False,False,True
430,04:30:00,4,4,30,AM,4:30 AM,Late Night,False,False,False,True
431,04:31:00,4,4,31,AM,4:31 AM,Late Night,False,False,False,True
432,04:32:00,4,4,32,AM,4:32 AM,Late Night,False,False,False,True
433,04:33:00,4,4,33,AM,4:33 AM,Late Night,False,False,False,True
434,04:34:00,4,4,34,AM,4:34 AM,Late Night,False,False,False,True
435,04:35:00,4,4,35,AM,4:35 AM,Late Night,False,False,False,True
436,04:36:00,4,4,36,AM,4:36 AM,Late Night,False,False,False,True
437,04:37:00,4,4,37,AM,4:37 AM,Late Night,False,False,False,True
438,04:38:00,4,4,38,AM,4:38 AM,Late Night,False,False,False,True
439,04:39:00,4,4,39,AM,4:39 AM,Late Night,False,False,False,True
440,04:40:00,4,4,40,AM,4:40 AM,Late Night,False,False,False,True
441,04:41:00,4,4,41,AM,4:41 AM,Late Night,False,False,False,True
442,04:42:00,4,4,42,AM,4:42 AM,Late Night,False,False,False,True
443,04:43:00,4,4,43,AM,4:43 AM,Late Night,False,False,False,True
444,04:44:00,4,4,44,AM,4:44 AM,Late Night,False,False,False,True
445,04:45:00,4,4,45,AM,4:45 AM,Late Night,False,False,False,True
446,04:46:00,4,4,46,AM,4:46 AM,Late Night,False,False,False,True
447,04:47:00,4,4,47,AM,4:47 AM,Late Night,False,False,False,True
448,04:48:00,4,4,48,AM,4:48 AM,Late Night,False,False,False,True
449,04:49:00,4,4,49,AM,4:49 AM,Late Night,False,False,False,True
450,04:50:00,4,4,50,AM,4:50 AM,Late Night,False,False,False,True
451,04:51:00,4,4,51,AM,4:51 AM,Late Night,False,False,False,True
452,04:52:00,4,4,52,AM,4:52 AM,Late Night,False,False,False,True
453,04:53:00,4,4,53,AM,4:53 AM,Late Night,False,False,False,True
454,04:54:00,4,4,54,AM,4:54 AM,Late Night,False,False,False,True
455,04:55:00,4,4,55,AM,4:55 AM,Late Night,False,False,False,True
456,04:56:00,4,4,56,AM,4:56 AM,Late Night,False,False,False,True
457,04:57:00,4,4,57,AM,4:57 AM,Late Night,False,False,False,True
458,04:58:00,4,4,58,AM,4:58 AM,Late Night,False,False,False,True
459,04:59:00,4,4,59,AM,4:59 AM,Late Night,False,False,False,True
500,05:00:00,5,5,0,AM,5:00 AM,Late Night,False,False,False,True
501,05:01:00,5,5,1,AM,5:01 AM,Late Night,False,False,False,True
502,05:02:00,5,5,2,AM,5:02 AM,Late Night,False,False,False,True
503,05:03:00,5,5,3,AM,5:03 AM,Late Night,False,False,False,True
504,05:04:00,5,5,4,AM,5:04 AM,Late Night,False,False,False,True
505,05:05:00,5,5,5,AM,5:05 AM,Late Night,False,False,False,True
506,05:06:00,5,5,6,AM,5:06 AM,Late Night,False,False,False,True
507,05:07:00,5,5,7,AM,5:07 AM,Late Night,False,False,False,True
508,05:08:00,5,5,8,AM,5:08 AM,Late Night,False,False,False,True
509,05:09:00,5,5,9,AM,5:09 AM,Late Night,False,False,False,True
510,05:10:00,5,5,10,AM,5:10 AM,Late Night,False,False,False,True
511,05:11:00,5,5,11,AM,5:11 AM,Late Night,False,False,False,True
512,05:12:00,5,5,12,AM,5:12 AM,Late Night,False,False,False,True
513,05:13:00,5,5,13,AM,5:13 AM,Late Night,False,False,False,True
514,05:14:00,5,5,14,AM,5:14 AM,Late Night,False,False,False,True
515,05:15:00,5,5,15,AM,5:15 AM,Late Night,False,False,False,True
516,05:16:00,5,5,16,AM,5:16 AM,Late Night,False,False,False,True
517,05:17:00,5,5,17,AM,5:17 AM,Late Night,False,False,False,True
518,05:18:00,5,5,18,AM,5:18 AM,Late Night,False,False,False,True
519,05:19:00,5,5,19,AM,5:19 AM,Late Night,False,False,False,True
520,05:20:00,5,5,20,AM,5:20 AM,Late Night,False,False,False,True
521,05:21:00,5,5,21,AM,5:21 AM,Late Night,False,False,False,True
522,05:22:00,5,5,22,AM,5:22 AM,Late Night,False,False,False,True
523,05:23:00,5,5,23,AM,5:23 AM,Late Night,False,False,False,True
524,05:24:00,5,5,24,AM,5:24 AM,Late Night,False,False,False,True
525,05:25:00,5,5,25,AM,5:25 AM,Late Night,False,False,False,True
526,05:26:00,5,5,26,AM,5:26 AM,Late Night,False,False,False,True
527,05:27:00,5,5,27,AM,5:27 AM,Late Night,False,False,False,True
528,05:28:00,5,5,28,AM,5:28 AM,Late Night,False,False,False,True
529,05:29:00,5,5,29,AM,5:29 AM,Late Night,False,False,False,True
530,05:30:00,5,5,30,AM,5:30 AM,Late Night,False,False,False,True
531,05:31:00,5,5,31,AM,5:31 AM,Late Night,False,False,False,True
532,05:32:00,5,5,32,AM,5:32 AM,Late Night,False,False,False,True
533,05:33:00,5,5,33,AM,5:33 AM,Late Night,False,False,False,True
534,05:34:00,5,5,34,AM,5:34 AM,Late Night,False,False,False,True
535,05:35:00,5,5,35,AM,5:35 AM,Late Night,False,False,False,True
536,05:36:00,5,5,36,AM,5:36 AM,Late Night,False,False,False,True
537,05:37:00,5,5,37,AM,5:37 AM,Late Night,False,False,False,True
538,05:38:00,5,5,38,AM,5:38 AM,Late Night,False,False,False,True
539,05:39:00,5,5,39,AM,5:39 AM,Late Night,False,False,False,True
540,05:40:00,5,5,40,AM,5:40 AM,Late Night,False,False,False,True
541,05:41:00,5,5,41,AM,5:41 AM,Late Night,False,False,False,True
542,05:42:00,5,5,42,AM,5:42 AM,Late Night,False,False,False,True
543,05:43:00,5,5,43,AM,5:43 AM,Late Night,False,False,False,True
544,05:44:00,5,5,44,AM,5:44 AM,Late Night,False,False,False,True
545,05:45:00,5,5,45,AM,5:45 AM,Late Night,False,False,False,True
546,05:46:00,5,5,46,AM,5:46 AM,Late Night,False,False,False,True
547,05:47:00,5,5,47,AM,5:47 AM,Late Night,False,False,False,True
548,05:48:00,5,5,48,AM,5:48 AM,Late Night,False,False,False,True
549,05:49:00,5,5,49,AM,5:49 AM,Late Night,False,False,False,True
550,05:50:00,5,5,50,AM,5:50 AM,Late Night,False,False,False,True
551,05:51:00,5,5,51,AM,5:51 AM,Late Night,False,False,False,True
552,05:52:00,5,5,52,AM,5:52 AM,Late Night,False,False,False,True
553,05:53:00,5,5,53,AM,5:53 AM,Late Night,False,False,False,True
554,05:54:00,5,5,54,AM,5:54 AM,Late Night,False,False,False,True
555,05:55:00,5,5,55,AM,5:55 AM,Late Night,False,False,False,True
556,05:56:00,5,5,56,AM,5:56 AM,Late Night,False,False,False,True
557,05:57:00,5,5,57,AM,5:57 AM,Late Night,False,False,False,True
558,05:58:00,5,5,58,AM,5:58 AM,Late Night,False,False,False,True
559,05:59:00,5,5,59,AM,5:59 AM,Late Night,False,False,False,True
600,06:00:00,6,6,0,AM,6:00 AM,Morning,True,False,False,False
601,06:01:00,6,6,1,AM,6:01 AM,Morning,True,False,False,False
602,06:02:00,6,6,2,AM,6:02 AM,Morning,True,False,False,False
603,06:03:00,6,6,3,AM,6:03 AM,Morning,True,False,False,False
604,06:04:00,6,6,4,AM,6:04 AM,Morning,True,False,False,False
605,06:05:00,6,6,5,AM,6:05 AM,Morning,True,False,False,False
606,06:06:00,6,6,6,AM,6:06 AM,Morning,True,False,False,False
607,06:07:00,6,6,7,AM,6:07 AM,Morning,True,False,False,False
608,06:08:00,6,6,8,AM,6:08 AM,Morning,True,False,False,False
609,06:09:00,6,6,9,AM,6:09 AM,Morning,True,False,False,False
610,06:10:00,6,6,10,AM,6:10 AM,Morning,True,False,False,False
611,06:11:00,6,6,11,AM,6:11 AM,Morning,True,False,False,False
612,06:12:00,6,6,12,AM,6:12 AM,Morning,True,False,False,False
613,06:13:00,6,6,13,AM,6:13 AM,Morning,True,False,False,False
614,06:14:00,6,6,14,AM,6:14 AM,Morning,True,False,False,False
